1310,Vonnarat Tangkaravakoon, $1.8 B  ,"  wire & cables, paints",Thailand,
1311,Nikolai Buinov, $1.8 B  ,"  oil, gas",Russia,
1312,Forrest Preston, $1.8 B  ,  health care,United States,
1313,Julio Bozano, $1.8 B  ,  banking,Brazil,
1314,Shyam & Hari Bhartia, $1.8 B  ,  Diversified,India,
1315,Tony Chen, $1.8 B  ,  electronics,Taiwan,
1316,Josef Boquoi & family, $1.8 B  ,  frozen foods,Germany,
1317,Peter Szulczewski, $1.8 B  ,  e-commerce,Canada,
1318,Yu Peidi, $1.8 B  ,  real estate,Hong Kong,
1319,Henry Swieca, $1.8 B  ,  hedge funds,United States,
1320,Miao Shouliang, $1.8 B  ,  real estate,China,
1321,Fu Guangming & family, $1.8 B  ,  poultry,China,
1322,Leena Tewari, $1.8 B  ,  pharmaceuticals,India,
1323,Marc Lasry, $1.8 B  ,  hedge funds,United States,
1324,Zhang Zhixiang, $1.8 B  ,  steel,China,
1325,Alexandre Grendene Bartelle, $1.8 B  ,  shoes,Brazil,
1326,Pedro Moreira Salles, $1.8 B  ,"  banking, minerals",Brazil,
1327,Serge Godin, $1.8 B  ,  information technology,Canada,
1328,Roberto Hernandez Ramirez, $1.8 B  ,  banking,Mexico,
1329,Elizabeth Sy, $1.8 B  ,  diversified,Philippines,
1330,Jack Cowin, $1.8 B  ,  fast food,Australia,
1331,Chen Yung-tai, $1.8 B  ,  real estate,Taiwan,
1332,Chris Wanstrath, $1.8 B  ,  software,United States,
1333,Roberto Ongpin, $1.8 B  ,  diversified,Philippines,
1334,Lam Kong, $1.8 B  ,  pharmaceuticals,China,
1335,James France, $1.8 B  ,"  Nascar, racing",United States,
1336,Vlad Shmunis, $1.8 B  ,  cloud technology,United States,
1337,Ken Xie, $1.8 B  ,  cybersecurity,United States,
1338,Karl Scheufele III & family, $1.8 B  ,  jewelry,Switzerland,
1339,Michael Lee-Chin, $1.8 B  ,  mutual funds,Canada,
1340,Craig McCaw, $1.8 B  995%,71,telecom,United States
1341,Ruan Shuilong & family, $1.8 B  ,  chemicals,China,
1342,Vivek Chaand Sehgal, $1.8 B  ,  auto parts,Australia,
1343,Andrew Tan, $1.7 B  ,  diversified,Philippines,
1344,Wichai Thongtang, $1.7 B  ,  investments,Thailand,
1345,You Xiaoping, $1.7 B  ,"  chemicals, spandex",China,
1346,J. Tomilson Hill, $1.7 B  ,  investments,United States,
1347,John de Mol, $1.7 B  ,  TV programs,Netherlands,
1348,Gregorio Perez Companc, $1.7 B  ,  oil & gas,Argentina,
1349,Yu Huijiao, $1.7 B  ,  package delivery,China,
1350,Eddie & Sol Zakay, $1.7 B  ,  real estate,United Kingdom,
1351,Chen Liying, $1.7 B  ,  package delivery,China,
1352,Lin Fanlian, $1.7 B  ,"  energy, real estate",China,
1353,Carlos Sanchez, $1.7 B  ,  generic drugs,Brazil,
1354,Torstein Hagen, $1.7 B  ,  cruises,Norway,
1355,Paul Xiaoming Lee & family, $1.7 B  ,  packaging,United States,
1356,Geng Diangen, $1.7 B  ,  Internet,China,
1357,Liang Feng, $1.7 B  ,  manufacturing,China,
1358,Hong Jie, $1.7 B  ,  paint,China,
1359,Elaine Wynn, $1.7 B  ,"  casinos, hotels",United States,
1360,Jeffrey Talpins, $1.7 B  ,  hedge fund,United States,
1361,Xu Shugen, $1.7 B  ,"  construction, mining machinery",China,
1362,Kalanithi Maran, $1.7 B  ,  media,India,
1363,Oleg Tinkov, $1.7 B  ,  banking,Russia,
1364,Zhang Xuezheng, $1.7 B  ,  telecom,China,
1365,Bill Haslam, $1.7 B  ,  gas stations,United States,
1366,Luo Liguo & family, $1.7 B  ,  chemicals,China,
1367,Christopher Goldsbury, $1.7 B  ,  salsa,United States,
1368,Jimmy John Liautaud, $1.7 B  ,  sandwich chain,United States,
1369,Leonid Boguslavsky, $1.7 B  ,  venture capital,Russia,
1370,Arnout Schuijff, $1.7 B  ,  payments software,Netherlands,
1371,Jose Joao Abdalla Filho, $1.7 B  ,  investments,Brazil,
1372,Charlotte Colket Weber, $1.7 B  ,  Campbell Soup,United States,
1373,Brian Roberts, $1.7 B  ,  Comcast,United States,
1374,Miao Hangen, $1.7 B  ,"  textiles, petrochemicals",China,
1375,Luigi Cremonini & family, $1.7 B  ,  meat processing,Italy,
1376,John Bloor, $1.7 B  ,"  real estate, manufacturing",United Kingdom,
1377,Michael Ashcroft, $1.7 B  06%,74,security,United Kingdom
1378,Leslie Alexander, $1.7 B  ,  sports team,United States,
1379,Lin Chen-hai, $1.7 B  ,  real estate,Taiwan,
1380,Nelson Peltz, $1.7 B  ,  investments,United States,
1381,Li Li, $1.7 B  ,  pharmaceuticals,China,
1382,Byju Raveendran, $1.7 B  ,  education technology,India,
1383,Gail Miller, $1.7 B  ,  car dealerships,United States,
1384,Gary Michelson, $1.7 B  ,  medical patents,United States,
1385,Song Zuowen, $1.7 B  ,"  aluminum, diversified",China,
1386,Aras Agalarov, $1.7 B  ,  real estate,Russia,
1387,Wang Wenbiao, $1.7 B  ,"  natural gas, fertilizers",China,
1388,Bill Liu, $1.7 B  ,  electronics,China,
1389,Nihat Ozdemir, $1.7 B  ,  diversified,Turkey,
1389,Sezai Bacaksiz, $1.7 B  ,  diversified,Turkey,
1391,Antonio Luiz Seabra, $1.7 B  ,  cosmetics,Brazil,
1392,Henri Beaufour, $1.7 B  ,  pharmaceuticals,France,
1392,Anne Beaufour, $1.7 B  ,  pharmaceuticals,France,
1394,Alan Howard, $1.7 B  ,  hedge funds,United Kingdom,
1395,Phillip Frost, $1.7 B  42%,84,pharmaceuticals,United States
1396,Charles Munger, $1.7 B  ,  Berkshire Hathaway,United States,
1397,Jitendra Virwani, $1.7 B  ,  real estate,India,
1398,Lu Di, $1.7 B  ,  drones,China,
1399,Tseng Cheng, $1.7 B  ,  petrochemicals,Taiwan,
1400,Kiat Chiaravanont, $1.7 B  ,  diversified,Thailand,
1401,Asok Kumar Hiranandani, $1.7 B  ,  real estate,Singapore,
1402,Lorenzo Fertitta, $1.7 B  ,"  casinos, mixed martial arts",United States,
1403,Ermirio Pereira de Moraes, $1.7 B  ,  diversified,Brazil,
1403,Maria Helena Moraes Scripilliti, $1.7 B  ,  diversified,Brazil,
1405,Frank Fertitta III, $1.7 B  ,"  casinos, mixed martial arts",United States,
1406,Edward DeBartolo Jr, $1.7 B  ,  shopping centers,United States,
1407,Manuel Jove, $1.7 B  ,  real estate,Spain,
1408,Walter Faria, $1.7 B  ,  beer,Brazil,
1409,Lau Cho Kun, $1.7 B  ,"  palm oil, property",Malaysia,
1410,Ajay Piramal, $1.7 B  ,  pharmaceuticals,India,
1411,David Lichtenstein, $1.7 B  ,  real estate,United States,
1412,Wilhelm Beier & family, $1.7 B  ,  pharmaceuticals,Germany,
1413,Li Xuhui, $1.7 B  ,  soy sauce,China,
1414,Andre Koo Sr, $1.7 B  ,  financial services,Taiwan,
1415,Herb Chambers, $1.7 B  ,  car dealerships,United States,
1416,Pu Zhongjie & family, $1.7 B  ,  medical equipment,China,
1417,Joao Moreira Salles, $1.7 B  ,"  banking, minerals",Brazil,
1417,Fernando Roberto Moreira Salles, $1.7 B  ,"  banking, minerals",Brazil,
1417,Walther Moreira Salles Junior, $1.7 B  ,"  banking, minerals",Brazil,
1420,Prayudh Mahagitsiri, $1.7 B  ,"  coffee, shipping",Thailand,
1421,Heloise Pratt, $1.7 B  ,"  manufacturing, investment",Australia,
1422,Franziska Wuerbser & Gabriella Meister, $1.7 B  ,  appliances,Germany,
1423,Stewart Horejsi & family, $1.7 B  ,  Berkshire Hathaway,United States,
1424,Anthony Langley, $1.6 B  ,  manufacturing,United Kingdom,
1425,Chen Wenyuan & family, $1.6 B  ,  testing equipment,China,
1426,Dominika Kulczyk, $1.6 B  ,  diversified,Poland,
1427,Wang Changtian, $1.6 B  ,"  TV, movie production",China,
1428,Franco Bittar Garcia, $1.6 B  ,  retailing,Brazil,
1429,William Ackman, $1.6 B  ,  hedge funds,United States,
1430,David Booth, $1.6 B  ,  mutual funds,United States,
1431,Evgeny (Eugene) Shvidler, $1.6 B  ,"  oil & gas, investments",United States,
1432,Guo Ziwen, $1.6 B  ,  real estate,China,
1433,Gang Ye, $1.6 B  ,  gaming,Singapore,
1434,Mahendra Prasad, $1.6 B  ,  pharmaceuticals,India,
1435,Richard White, $1.6 B  ,  software,Australia,
1436,Chan Tan Ching-fen, $1.6 B  ,  real estate,Hong Kong,
1437,Jeff Green, $1.6 B  ,  digital advertising,United States,
1438,Jim Koch, $1.6 B  ,  beer,United States,
1439,Ivan Savvidis, $1.6 B  ,  agribusiness,Russia,
1440,Martin Selig, $1.6 B  ,  real estate,United States,
1441,Stephen Winn, $1.6 B  ,  real estate services,United States,
1442,Romano Minozzi, $1.6 B  ,"  utilities, diversified",Italy,
1443,Koon Poh Keong, $1.6 B  ,  aluminum,Malaysia,
1444,Niraj Shah, $1.6 B  ,  online retail,United States,
1445,Shmuel Harlap, $1.6 B  ,  automotive,Israel,
1446,Steve Conine, $1.6 B  ,  online retail,United States,
1447,Christopher Kwok, $1.6 B  ,  real estate,Hong Kong,
1448,Edward Kwok, $1.6 B  ,  real estate,Hong Kong,
1449,Dennis Gillings, $1.6 B  ,  drug testing,United Kingdom,
1450,Deng Yingzhong, $1.6 B  ,  papers,China,
1451,Peter Sondakh, $1.6 B  ,  investments,Indonesia,
1452,Thomas Steyer, $1.6 B  ,  hedge funds,United States,
1453,Florentino Perez, $1.6 B  ,  construction,Spain,
1454,Jiang Weiping & family, $1.6 B  ,  chemicals,China,
1455,Gretel Packer, $1.6 B  ,  casinos,Australia,
1456,Mario Gabelli, $1.6 B  ,  money management,United States,
1457,Jiang Yehua & family, $1.6 B  ,  real estate,China,
1458,Sheryl Sandberg, $1.6 B  ,  Facebook,United States,
1459,Mu Rongjun, $1.6 B  ,  e-commerce,China,
1460,Li Hongxin & family, $1.6 B  ,  paper & related products,China,
1461,Stephen Feinberg, $1.6 B  ,  private equity,United States,
1462,Markus Persson, $1.6 B  ,  computer games,Sweden,
1463,Shi Wen-long, $1.6 B  ,  plastics,Taiwan,
1464,Valentin Gapontsev & family, $1.6 B  ,  lasers,United States,
1465,Wong Kwong Yu & family, $1.6 B  ,  retail,China,
1466,Alexander Klyachin, $1.6 B  ,  real estate,Russia,
1467,Horst Paulmann & family, $1.6 B  ,  retail,Chile,
1468,Melissa Ma, $1.6 B  ,  internet search,China,
1469,Sunil Vaswani, $1.6 B  ,  diversified,United Kingdom,
1470,Brian Higgins, $1.6 B  ,  hedge funds,United States,
1470,O. Francis Biondi, $1.6 B  ,  hedge funds,United States,
1472,Prachak Tangkaravakoon, $1.6 B  ,  paints,Thailand,
1473,D. Leopoldo Del Pino y Calvo-Sotelo, $1.6 B  ,  construction,Spain,
1474,Thomas Bruch & family, $1.6 B  ,  retail,Germany,
1475,Xu Xudong & family, $1.6 B  ,  auto parts,China,
1476,Hussain Sajwani, $1.6 B  ,  real estate,United Arab Emirates,
1477,Nan Cunhui, $1.6 B  ,  power equipment,China,
1478,Nicolas Berggruen, $1.6 B  ,  investments,United States,
1479,Nigel Austin, $1.6 B  ,  retail,Australia,
1480,Alberto Siccardi & family, $1.6 B  ,  medical devices,Switzerland,
1481,Katarina Martinson, $1.6 B  ,  investments,Sweden,
1482,Douglas Hsu, $1.6 B  ,  diversified,Taiwan,
1483,Angela Bennett, $1.6 B  ,  mining,Australia,
1484,Wei Ing-Chou, $1.6 B  ,"  food, beverages",Taiwan,
1485,David Teoh & family, $1.6 B  ,  telecom,Australia,
1486,Zhu Xingliang, $1.6 B  ,  construction,China,
1487,Peter Buck, $1.6 B  ,  Subway sandwich shops,United States,
1488,Mohammed Dewji, $1.6 B  ,  diversified,Tanzania,
1489,Mustafa Kucuk, $1.6 B  ,  fashion retail,Turkey,
1490,Wu Junbao, $1.6 B  ,  education,China,
1491,Wong Man Li, $1.6 B  ,  furniture,Hong Kong,
1492,P.P. Reddy, $1.6 B  ,  infrastructure,India,
1493,Wu Yulan, $1.6 B  ,  pharmaceuticals,China,
1494,Xie Juhua & family, $1.6 B  ,  pharmaceuticals,China,
1495,Marcel Adams & family, $1.6 B  ,  real estate,Canada,
1496,Antonio Del Valle Ruiz & family, $1.6 B  ,  chemicals,Mexico,
1497,Mangal Prabhat Lodha, $1.6 B  ,  real estate,India,
1498,Lee Joong-keun, $1.6 B  ,"  construction, real estate",South Korea,
1499,Kenneth Tuchman, $1.6 B  ,  outsourcing,United States,
1500,Ramon Ang, $1.6 B  ,  Diversified,Philippines,
1501,Wei Yin-Heng, $1.6 B  ,"  food, beverages",Taiwan,
1502,Wei Yin-Chun, $1.6 B  ,"  food, beverages",Taiwan,
1503,K.C. Liu, $1.6 B  ,  manufacturing,Taiwan,
1504,Yasuhiro Fukushima, $1.6 B  ,  video games,Japan,
1505,Mochtar Riady & family, $1.6 B  ,  diversified,Indonesia,
1506,Wang Jilei, $1.6 B  ,  logistics,China,
1507,Saket Burman, $1.6 B  ,  consumer goods,United Kingdom,
1508,Vivien Chen, $1.6 B  ,  real estate,Hong Kong,
1509,Neil Shen, $1.6 B  ,  venture capital,China,
1510,Sergei Katsiev, $1.6 B  ,"  retail, wholesale",Russia,
1511,Xiang Guangming & family, $1.6 B  ,  waste disposal,China,
1512,Semahat Sevim Arsel, $1.6 B  ,  diversified,Turkey,
1513,Pierre Karl Péladeau, $1.6 B  ,  media,Canada,
1514,Lim Wee Chai, $1.6 B  ,  rubber gloves,Malaysia,
1515,Susan Alfond, $1.6 B  ,  shoes,United States,
1516,Erik Paulsson & family, $1.5 B  ,"  construction, real estate",Sweden,
1517,Hal Jackman, $1.5 B  ,"  insurance, investments",Canada,
1518,Sunny Varkey, $1.5 B  ,  education,India,
1519,Manuel Moroun & family, $1.5 B  ,  transportation,United States,
1520,Baba Kalyani, $1.5 B  ,  engineering,India,
1521,Antti Aarnio-Wihuri, $1.5 B  ,  diversified,Finland,
1522,Peter Leibinger, $1.5 B  ,  machine tools,Germany,
1522,Regine Leibinger, $1.5 B  ,  machine tools,Germany,
1524,Xu Yingzhuo, $1.5 B  ,  agribusiness,China,
1525,Ted Alfond, $1.5 B  ,  shoes,United States,
1525,Bill Alfond, $1.5 B  ,  shoes,United States,
1527,Huang Wei, $1.5 B  ,  real estate,China,
1528,Kishore Mariwala, $1.5 B  ,  consumer goods,India,
1529,Wu Zhongyi, $1.5 B  ,  electronics,China,
1530,Sam Goi, $1.5 B  174%,72,frozen foods,Singapore
1531,Jerry Reinsdorf, $1.5 B  ,  sports teams,United States,
1532,Martin Moller Nielsen, $1.5 B  ,  aircraft leasing,Denmark,
1533,Hamilton James, $1.5 B  ,  investments,United States,
1534,Christiane Schoeller, $1.5 B  ,  publishing,Germany,
1535,Jia Tianjiang & family, $1.5 B  ,  non-ferrous metals,China,
1536,Bang Jun-hyuk, $1.5 B  ,  online gaming,South Korea,
1537,Rolf Gerling, $1.5 B  ,  insurance,Germany,
1538,Peter Spuhler, $1.5 B  ,  train cars,Switzerland,
1539,Willy Michel, $1.5 B  ,  medical devices,Switzerland,
1540,Michael Kim, $1.5 B  ,  Investment,South Korea,
1541,Zhang Yuanlin, $1.5 B  ,  real estate,China,
1542,Hamdi Akin & family, $1.5 B  ,  diversified,Turkey,
1543,Gao Yi & family, $1.5 B  ,  pharmaceuticals,China,
1544,Orion Hindawi, $1.5 B  ,  software,United States,
1545,Mi Enhua, $1.5 B  ,  retail,China,
1546,Kenny Troutt, $1.5 B  ,  telecom,United States,
1547,Eugene Murtagh, $1.5 B  ,  building materials,Ireland,
1548,Ranjan Pai, $1.5 B  ,  education,India,
1549,Drew Houston, $1.5 B  ,  cloud storage service,United States,
1550,Nandan Nilekani, $1.5 B  ,  software services,India,
1551,Ian Wood & family, $1.5 B  ,  energy services,United Kingdom,
1552,Kevin Systrom, $1.5 B  ,  Instagram,United States,
1553,Aloysio de Andrade Faria, $1.5 B  ,  banking,Brazil,
1554,Alexandra Daitch, $1.5 B  ,  Cargill,United States,
1554,Lucy Stitzer, $1.5 B  ,  Cargill,United States,
1554,Sarah MacMillan, $1.5 B  ,  Cargill,United States,
1557,Li Chunan, $1.5 B  ,  renewable energy,China,
1558,Patrice Motsepe, $1.5 B  ,  mining,South Africa,
1559,Chen Zhisong, $1.5 B  ,  communication equipment,China,
1560,Bill Adderley & family, $1.5 B  ,  home furnishings,United Kingdom,
1561,Manuel Lao Hernandez, $1.5 B  ,  casinos,Spain,
1562,Yang Erzhu, $1.5 B  ,  real estate,China,
1563,P.V.Krishna Reddy, $1.5 B  ,  infrastructure,India,
1564,Sol Daurella, $1.5 B  ,  Coca-Cola,Spain,
1565,Lee Ho-jin, $1.5 B  ,  diversified,South Korea,
1566,Robert Mouawad, $1.5 B  ,  fine jewelry,Lebanon,
1567,Peter Sperling, $1.5 B  ,  education,United States,
1568,Li Min, $1.5 B  ,  semiconductor,China,
1569,Duke Reyes, $1.5 B  ,  beer distribution,United States,
1570,Esther Grether, $1.5 B  ,  art collection,Switzerland,
1570,Louis Bacon, $1.5 B  ,  hedge funds,United States,
1570,Ezra Nahmad, $1.5 B  ,  art,Monaco,
1570,Seth Klarman, $1.5 B  ,  investments,United States,
1570,Zhou Jian, $1.5 B  ,  robotics,China,
1575,Hu Gengxi & family, $1.5 B  ,  Bio-Pharma,China,
1576,J. Hyatt Brown, $1.5 B  ,  insurance,United States,
1577,Bill Gross, $1.5 B  ,  investments,United States,
1578,Tom Preston-Werner, $1.5 B  ,  collaborative software,United States,
1579,Stephen Jarislowsky, $1.5 B  ,  money management,Canada,
1580,Isabel dos Santos, $1.5 B  ,  investments,Angola,
1581,Nicola Bulgari, $1.5 B  ,  luxury goods,Italy,
1582,Ahmet Calik, $1.5 B  ,"  energy, banking, construction",Turkey,
1583,Robert Coyiuto Jr, $1.5 B  ,  power,Philippines,
1584,Mustafa Rahmi Koc, $1.5 B  ,  diversified,Turkey,
1585,Zhuo Jun, $1.5 B  ,  printed circuit boards,Hong Kong,
1586,George Joseph, $1.5 B  ,  insurance,United States,
1587,Domenico Dolce, $1.5 B  ,  luxury goods,Italy,
1587,Stefano Gabbana, $1.5 B  ,  luxury goods,Italy,
1589,Miguel Fluxa Rossello, $1.5 B  ,  hotels,Spain,
1590,Anita Zucker, $1.5 B  ,  chemicals,United States,
1591,G Rajendran, $1.5 B  ,  jewellery,India,
1592,Vasily Anisimov, $1.5 B  ,  real estate,Russia,
1593,Li Liangbin, $1.5 B  ,  lithium,China,
1594,Mohamed Al Fayed, $1.5 B  ,"  retail, investments",Egypt,
1595,Myron Wentz, $1.5 B  ,  health products,St. Kitts and Nevis,
1596,Qian Ying, $1.5 B  ,  pig breeding,China,
1597,James Leininger, $1.5 B  ,  medical products,United States,
1598,Sanjiv Goenka, $1.5 B  ,  diversified,India,
1599,Jitse Groen, $1.5 B  ,  food delivery service,Netherlands,
1600,Beda Diethelm, $1.5 B  ,  hearing aids,Switzerland,
1601,Huang Xiaofen & family, $1.5 B  ,  printed circuit boards,China,
1602,Jane Yan & family, $1.5 B  ,  software,China,
1603,Chao Teng-hsiung, $1.5 B  ,  real estate,Taiwan,
1604,Amit Burman, $1.5 B  ,  consumer goods,India,
1605,Toshio Motoya, $1.5 B  ,  hotels,Japan,
1606,Alan Gerry, $1.5 B  ,  cable television,United States,
1607,Steven Sarowitz, $1.5 B  ,  payroll software,United States,
1608,Billy Joe (Red) McCombs, $1.5 B  ,"  real estate, oil, cars, sports",United States,
1609,Ivan Chrenko, $1.5 B  ,  real estate,Slovakia,
1610,Stephen Smith, $1.5 B  ,  finance and investments,Canada,
1611,Harindarpal Banga, $1.5 B  ,  commodities,India,
1612,Marius Nacht, $1.5 B  ,  software,Israel,
1613,Michaela Herz, $1.5 B  ,  coffee,Germany,
1613,Christian Herz, $1.5 B  ,  coffee,Germany,
1615,William Koch, $1.4 B  ,"  oil, investments",United States,
1616,Daniel Chiu, $1.4 B  ,  oil & gas,Hong Kong,
1617,Tran Ba Duong & family, $1.4 B  ,  automotive,Vietnam,
1618,Diao Zhizhong, $1.4 B  ,  software,China,
1619,Arkady Volozh, $1.4 B  ,  search engine,Russia,
1620,Maggie Hardy Knox, $1.4 B  ,  building materials,United States,
1620,David Hindawi, $1.4 B  ,  software,United States,
1622,Paul Foster, $1.4 B  ,  oil refining,United States,
1623,Yoshiko Mori, $1.4 B  ,  real estate,Japan,
1624,Swift Xie, $1.4 B  ,  drones,China,
1625,Shao Qinxiang, $1.4 B  ,  diversified,China,
1626,Felix Baker, $1.4 B  ,  biotech investing,United States,
1626,Julian Baker, $1.4 B  ,  biotech,United States,
1628,Hu Kaijun, $1.4 B  ,  pharmaceuticals,China,
1629,Todd Wanek, $1.4 B  ,  furniture,United States,
1630,Herbert Allen Jr & family, $1.4 B  ,  investment banking,United States,
1631,Airat Shaimiev, $1.4 B  ,"  refinery, chemicals",Russia,
1632,Duncan MacMillan, $1.4 B  ,  Bloomberg LP,United States,
1633,Aloke Lohia, $1.4 B  ,  petrochemicals,India,
1634,Zhang Xuanning, $1.4 B  ,  retail,China,
1635,Jonathan Tisch, $1.4 B  ,"  insurance, NFL team",United States,
1636,Anatoly Lomakin, $1.4 B  ,  investments,Russia,
1637,Norbert Dentressangle, $1.4 B  ,"  transport, logistics",France,
1638,Steve Case, $1.4 B  ,  AOL,United States,
1639,Ron Burkle, $1.4 B  ,"  supermarkets, investments",United States,
1640,Wolfgang Leitner, $1.4 B  ,  engineering,Austria,
1641,Shusheng Zheng, $1.4 B  ,  telecom,China,
1642,Sanjit Biswas, $1.4 B  ,  sensor systems,United States,
1642,John Bicket, $1.4 B  ,  sensor systems,United States,
1644,Osman Kibar, $1.4 B  ,  biotech,United States,
1645,Ilkka Herlin, $1.4 B  ,"  elevators, escalators",Finland,
1646,Binod Chaudhary, $1.4 B  ,  diversified,Nepal,
1647,Wang Junmin, $1.4 B  ,  pharmaceuticals,China,
1648,Gary Fegel, $1.4 B  ,"  commodities, investments",Switzerland,
1649,Jack Cockwell, $1.4 B  ,"  real estate, private equity",Canada,
1650,Eiichi Kuriwada, $1.4 B  ,  package delivery,Japan,
1651,Pavel Tykac, $1.4 B  ,  coal mines,Czechia,
1652,Sue Gross, $1.4 B  ,  investments,United States,
1653,Nicola Leibinger-Kammueller, $1.4 B  ,  manufacturing,Germany,
1654,Christoph Henkel, $1.4 B  ,  consumer goods,Germany,
1655,Chen Rui, $1.4 B  ,  online entertainment,China,
1656,Louise Lindh, $1.4 B  ,  investments,Sweden,
1657,Sebastian Kulczyk, $1.4 B  ,  diversified,Poland,
1658,Lang Walker, $1.4 B  ,  real estate,Australia,
1659,Lee Boo-jin, $1.4 B  ,  Samsung,South Korea,
1660,Eren Ozmen, $1.4 B  ,  aerospace,United States,
1660,Fatih Ozmen, $1.4 B  ,  aerospace,United States,
1660,Philippe Laffont, $1.4 B  ,  hedge fund,United States,
1660,Leo Koguan, $1.4 B  ,  IT provider,United States,
1660,Scott Kapnick, $1.4 B  ,  private equity,United States,
1665,Lai Shixian, $1.4 B  ,  sports apparel,China,
1666,Xia Shudong, $1.4 B  ,  IT service,China,
1667,Lirio Parisotto, $1.4 B  ,  investments,Brazil,
1668,Mehmet Nazif Gunal, $1.4 B  ,"  tourism, construction",Turkey,
1669,John Farber, $1.4 B  ,  chemicals,United States,
1670,Mark Leonard & family, $1.4 B  ,  software,Canada,
1671,Bharat Desai, $1.4 B  ,  IT consulting,United States,
1672,Zhang Xiaojuan, $1.4 B  ,  logistics,China,
1673,Radik Shaimiev, $1.4 B  ,"  refinery, chemicals",Russia,
1674,Salil Singhal, $1.4 B  ,  agrochemicals,India,
1675,Zhang Yuxiang & family, $1.4 B  ,  apparel,China,
1676,Alvaro Saieh Bendeck, $1.4 B  ,  banking,Chile,
1677,Cao Ji, $1.4 B  ,  manufacturing,China,
1678,Theodore Leonsis, $1.4 B  ,  sports teams,United States,
1679,Yu Faxiang, $1.4 B  ,"  tourism, cultural industry",China,
1680,Lei Jufang, $1.4 B  ,  pharmaceuticals,China,
1681,Massimo Moratti, $1.4 B  ,  oil refinery,Italy,
1682,Eduard Chukhlebov, $1.4 B  ,  metallurgy,Russia,
1682,Igor Kudryashkin, $1.4 B  ,  metallurgy,Russia,
1684,Victor Pinchuk, $1.4 B  ,"  steel pipes, diversified",Ukraine,
1685,Alfredo Egydio Arruda Villela Filho, $1.4 B  ,  banking,Brazil,
1686,Pyotr Kondrashev, $1.4 B  ,  investments,Russia,
1687,Lee Hae-jin, $1.4 B  ,  Internet,South Korea,
1688,Ilona Herlin, $1.4 B  ,"  elevators, escalators",Finland,
1689,Wang Wenmo, $1.4 B  ,  sports apparel,China,
1690,Li Tan, $1.4 B  ,  pharmaceuticals,China,
1691,Farkhad Akhmedov, $1.4 B  ,  investments,Russia,
1692,Yi Xianzhong & family, $1.4 B  ,  pharmaceuticals,China,
1693,Gu Wei, $1.4 B  ,  consumer electronics,China,
1694,Ke Xiping & family, $1.4 B  ,  investments,China,
1695,Albert Shigaboutdinov, $1.4 B  ,"  refinery, chemicals",Russia,
1696,Kwek Leng Peck, $1.4 B  ,  diversified,Singapore,
1697,James Duff, $1.4 B  ,"  tires, diversified",United States,
1697,Thomas Duff, $1.4 B  ,"  tires, diversified",United States,
1699,Richard Yuengling Jr, $1.4 B  ,  beer,United States,
1700,Rustem Sulteev, $1.4 B  ,"  refinery, chemicals",Russia,
1701,Yuan Fugen & family, $1.4 B  ,  metal processing,China,
1702,Petter Stordalen & family, $1.4 B  ,  hotels,Norway,
1703,Narendrakumar Parekh, $1.4 B  ,  adhesives,India,
1704,Kathy Fields, $1.4 B  ,  skin care,United States,
1704,Katie Rodan, $1.4 B  ,  skin care,United States,
1706,Basudeo Singh, $1.4 B  ,  pharmaceuticals,India,
1707,Subhash Runwal, $1.4 B  ,  real estate,India,
1708,Liu Xiaodong, $1.4 B  ,  flavorings,China,
1709,Oei Hong Leong, $1.4 B  ,  investments,Singapore,
1710,Aziz Akhannouch & family, $1.4 B  ,"  petroleum, diversified",Morocco,
1711,Yusuf Hamied, $1.4 B  ,  pharmaceuticals,India,
1712,Sabrina Benetton, $1.4 B  ,"  fashion retail, investments",Italy,
1713,Zhou Ping & family, $1.4 B  ,  utilities,China,
1714,Zhang Yin, $1.4 B  ,  paper manufacturing,China,
1715,Mikhail Shelkov, $1.4 B  ,  titanium,Russia,
1716,Zhang Keqiang, $1.4 B  ,  real estate,China,
1717,Koo Kwang-mo, $1.4 B  ,  LG,South Korea,
1718,Clayton Zekelman, $1.4 B  ,  steel,Canada,
1719,Wang Ren-sheng, $1.4 B  ,  retail,Taiwan,
1720,Jasminder Singh & family, $1.4 B  ,  hotels,United Kingdom,
1721,Sidney Kimmel, $1.3 B  ,  retail,United States,
1722,K. Dinesh, $1.3 B  ,  software services,India,
1723,Fu Kwan, $1.3 B  ,"  real estate, diversified",China,
1724,Ana Maria Brescia Cafferata, $1.3 B  ,"  mining, banking",Peru,
1725,Lachhman Das Mittal, $1.3 B  ,  tractors,India,
1726,Mario Moretti Polegato & family, $1.3 B  ,  shoes,Italy,
1727,Ayman Hariri, $1.3 B  ,"  construction, investments",Lebanon,
1728,Solomon Lew, $1.3 B  ,  retail,Australia,
1729,Darwin Deason, $1.3 B  ,  Xerox,United States,
1730,Niti Osathanugrah, $1.3 B  ,"  energy drinks,investments",Thailand,
1731,Archie Hwang, $1.3 B  ,  semiconductors,Taiwan,
1732,Zhou Chengjian, $1.3 B  ,  fashion retail,China,
1733,Eric Ya Shen, $1.3 B  ,  online apparel retail,China,
1734,Fernando Roig, $1.3 B  ,  supermarkets,Spain,
1735,Roman Trotsenko, $1.3 B  ,"  transport, engineering, real estate",Russia,
